aegis_path,subsystem,phase,status,evidence,notes
aegis/builtin_skills/db-migration/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/debugging/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/dependency-upgrade/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/devops/kanban-orchestrator/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/devops/kanban-worker/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/diagram/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/dockerize/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/docx/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/email-triage/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/expense-summary/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/frontend-design/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/github/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/github-actions/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/incident-response/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/kubernetes/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/llm-evaluation/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/media-processing/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/meeting-notes/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/pdf/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/performance-profiling/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/pptx/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/DESCRIPTION.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/airtable/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/references/gmail-search-syntax.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/scripts/_aegis_home.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/scripts/google_api.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/scripts/gws_bridge.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/google-workspace/scripts/setup.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/maps/SKILL.md,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
aegis/builtin_skills/productivity/maps/scripts/maps_client.py,skills-bundled,phase-9-memory-skills,complete,Bundled skill catalog shipped under aegis/builtin_skills; Skills dashboard/API and skill/memory tests are covered by scripts/verify_all.sh.,Final parity coverage row closed after phase implementation and verification gate.
