aegis_path,subsystem,aegis_lines,hermes_counterpart,hermes_lines,match_reason,parity_action
aegis/builtin_skills/security-audit/SKILL.md,skills-bundled,42,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/social-post/SKILL.md,skills-bundled,26,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/aegis-agent-skill-authoring/SKILL.md,skills-bundled,166,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/node-inspect-debugger/SKILL.md,skills-bundled,320,skills/software-development/node-inspect-debugger/SKILL.md,320,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/plan/SKILL.md,skills-bundled,339,skills/software-development/plan/SKILL.md,339,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/python-debugpy/SKILL.md,skills-bundled,376,skills/software-development/python-debugpy/SKILL.md,376,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/requesting-code-review/SKILL.md,skills-bundled,281,skills/software-development/requesting-code-review/SKILL.md,281,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/simplify-code/SKILL.md,skills-bundled,176,skills/software-development/simplify-code/SKILL.md,213,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/spike/SKILL.md,skills-bundled,198,skills/software-development/spike/SKILL.md,198,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/systematic-debugging/SKILL.md,skills-bundled,368,skills/software-development/systematic-debugging/SKILL.md,412,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/software-development/test-driven-development/SKILL.md,skills-bundled,344,skills/software-development/test-driven-development/SKILL.md,363,same bundled/optional skill path,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/sql-database/SKILL.md,skills-bundled,55,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/standup-report/SKILL.md,skills-bundled,28,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/summarize/SKILL.md,skills-bundled,44,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/test-driven-development/SKILL.md,skills-bundled,38,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/ultracode/SKILL.md,skills-bundled,47,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/web-research/SKILL.md,skills-bundled,32,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/write-tests/SKILL.md,skills-bundled,42,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/writing-plans/SKILL.md,skills-bundled,43,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/builtin_skills/xlsx/SKILL.md,skills-bundled,59,optional-skills/autonomous-ai-agents/antigravity-cli/SKILL.md,242,same filename in Hermes skills tree,Map to AEGIS bundled skill catalog; keep original if useful and validate metadata/security.
aegis/checkpoints.py,runtime-other,159,tools/checkpoint_manager.py + hermes_cli/checkpoints.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/__init__.py,cli,2,agent/__init__.py,9,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/main.py,cli,3059,hermes_cli/main.py,13212,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/menu.py,cli,145,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/cli/repl.py,cli,2637,cli.py + hermes_cli/commands.py + hermes_cli/cli_commands_mixin.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cli/tui.py,cli,54,ui-tui/* + hermes_cli/main.py --tui,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/config.py,runtime-other,1121,hermes_cli/config.py + hermes_constants.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/constants.py,runtime-other,35,agent/pet/constants.py,168,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/context_refs.py,runtime-other,514,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/credentials.py,runtime-other,182,agent/credential_persistence.py + hermes_cli/auth.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/cron.py,runtime-other,1522,cron/jobs.py + cron/scheduler.py + hermes_cli/cron.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/curator.py,runtime-other,967,agent/curator.py + hermes_cli/curator.py,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/daemon.py,runtime-other,333,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/dashboard.py,runtime-other,2932,hermes_cli/web_server.py + web/src pages,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/dashboard_fastapi.py,runtime-other,8340,hermes_cli/web_server.py,13078,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/dashboard_pty.py,runtime-other,123,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/desktop.py,runtime-other,542,hermes_cli/main.py desktop/gui + apps desktop,,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/desktop_app/electron/boot.html,runtime-other,81,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/desktop_app/electron/desktop-lifecycle.cjs,runtime-other,120,apps desktop lifecycle/state surfaces,,Phase 12 desktop lifecycle template copy,Keep bundled lifecycle state machine in sync with source desktop and tests.
aegis/desktop_app/electron/desktop-lifecycle.test.cjs,runtime-other,87,apps desktop lifecycle/state tests,,Phase 12 desktop lifecycle template copy test,Keep bundled lifecycle contract tests in sync with source desktop tests.
aegis/desktop_app/electron/main.js,runtime-other,1172,,,bundled desktop template copy,Keep bundled Electron template in sync with desktop/electron and prove drift with tests.
aegis/desktop_app/electron/preload-app.js,runtime-other,38,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/desktop_app/electron/preload.js,runtime-other,12,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/desktop_app/launch.js,runtime-other,41,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/desktop_app/package-lock.json,runtime-other,5380,plugins/platforms/photon/sidecar/package-lock.json,1731,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/desktop_app/package.json,runtime-other,95,plugins/platforms/photon/sidecar/package.json,26,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/display_config.py,runtime-other,104,gateway/display_config.py,263,same basename,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/doctor.py,runtime-other,388,hermes_cli/doctor.py,2335,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/evals.py,runtime-other,466,eval/benchmark scripts + tests (Hermes has fewer direct equivalents),,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/eventbus.py,runtime-other,45,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/firstrun.py,runtime-other,101,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/gateway/__init__.py,gateway,7,gateway/__init__.py,36,same module path after aegis/ strip,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/base.py,gateway,744,gateway/platforms/base.py,5256,manual architecture map,"Align behavior contract, add parity tests, expose status in dashboard/docs."
aegis/gateway/channels.py,gateway,1443,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
aegis/gateway/discord_channel.py,gateway,1011,,,no close Hermes path by simple scan,Decide if this remains AEGIS-specific or add Hermes-parity equivalent/tests.
